Time (hr),Loss AC (kW),Load AC (kW),Net Meter AC (kW),Solar AC (kW),Battery AC (kW),Battery SOC AC,Loss DC (kW),Load DC (kW),Net Meter DC (kW),Solar DC (kW),Battery DC (kW),Battery SOC DC
5636.0,10.2372802734375,84.3646328125,-94.46153125,0.0,0.0,0.0017834088066592813,6.32290283203125,84.3646328125,-89.0648515625,0.0,0.0,0.0017834088066592813
5637.0,5.147080078125,41.2635546875,-46.36539453125,0.0,0.0,0.0017816262552514672,4.78427392578125,41.2635546875,-44.57273828125,0.0,0.0,0.0017816262552514672
5638.0,4.95988671875,38.93618359375,-43.8508984375,0.0,0.0,0.0017798455664888024,4.6637001953125,38.93618359375,-42.12840625,0.0,0.0,0.0017798455664888024
5639.0,4.95988671875,38.93618359375,-43.8508984375,0.0,0.0,0.001778066623955965,4.6637001953125,38.93618359375,-42.12840625,0.0,0.0,0.001778066623955965
5640.0,4.95988671875,38.93618359375,-43.8508984375,0.0,0.0,0.001776289427652955,4.6637001953125,38.93618359375,-42.12840625,0.0,0.0,0.001776289427652955
5641.0,4.95988671875,38.93618359375,-43.8508984375,0.0,0.0,0.0017745139775797725,4.6637001953125,38.93618359375,-42.12840625,0.0,0.0,0.0017745139775797725
5642.0,4.95988671875,38.93618359375,-43.8508984375,0.0,0.0,0.0017727403901517391,4.6637001953125,38.93618359375,-42.12840625,0.0,0.0,0.0017727403901517391
5643.0,4.9650107421875,38.99883203125,-43.9185859375,0.0,0.0,0.0017709685489535332,4.671462890625,38.99883203125,-42.19437109375,0.0,0.0,0.0017709685489535332
5644.0,5.2716005859375,42.1319609375,-47.35948046875,0.0,0.0,0.0017691984539851546,4.733830078125,42.1319609375,-45.4555859375,0.0,0.0,0.0017691984539851546
5645.0,9.5996259765625,73.96634375,-83.253640625,0.0,0.0,0.0017674301052466035,4.17893505859375,73.96634375,-77.555390625,0.0,0.0,0.0017674301052466035
5646.0,11.065615234375,87.0043359375,-97.836578125,0.0,0.0,0.0017656636191532016,4.73776123046875,87.0043359375,-91.320953125,0.0,0.0,0.0017656636191532016
5647.0,16.71848828125,140.99209375,-157.465546875,0.0,0.0,0.0017638987628743052,9.9857197265625,140.99209375,-149.533578125,0.0,0.0,0.0017638987628743052
5648.0,14.3832236328125,130.6048828125,-144.779078125,0.0,0.0,0.0017621357692405581,9.164623046875,130.6048828125,-138.53046875,0.0,0.0,0.0017621357692405581
