"PVWatts: Hourly PV Performance Data"
"Requested Location:","san francisco"
"Location:","SAN FRANCISCO INTL AP, CA"
"Lat (deg N):","37.62"
"Long (deg W):","122.4"
"Elev (m):","2"
"DC System Size (kW):","1"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","37.8"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.09"
"Capacity Factor (%)","17.7"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","27","9","696","191","19.4","2.6","702.701","36.321","567.339","546.085"
"7","27","10","731","214","20.3","4","860.436","38.79","690.601","664.488"
"7","27","11","721","203","21.3","5.3","904.526","38.413","728.47","700.759"
"7","27","12","701","224","22.2","6.7","919.868","37.352","744.912","716.493"
"7","27","13","689","221","21.3","7.6","869.595","34.529","713.695","686.613"
"7","27","14","674","224","20.3","8.4","777.995","31.322","646.709","622.385"
"7","27","15","513","245","19.4","9.3","569.635","26.805","479.461","461.355"
"7","27","16","515","154","18.9","8.1","369.123","23.894","302.615","290.046"
"7","27","17","394","101","18.3","6.9","164.983","20.326","123.042","115.006"
"7","27","18","140","54","17.8","5.7","42.137","17.591","37.5","31.236"
"7","27","19","1","7","16.7","5.7","6.266","15.648","5.625","0"
"7","27","20","0","0","15.5","5.7","0","15.5","0","0"
"7","27","21","0","0","14.4","5.7","0","14.4","0","0"
"7","27","22","0","0","14","5.2","0","14","0","0"
"7","27","23","0","0","13.7","4.6","0","13.7","0","0"
"7","28","0","0","0","13.3","4.1","0","13.3","0","0"
"7","28","1","0","0","13.3","4.5","0","13.3","0","0"
"7","28","2","0","0","13.3","4.8","0","13.3","0","0"
"7","28","3","0","0","13.3","5.2","0","13.3","0","0"
"7","28","4","0","0","13.7","5.4","0","13.7","0","0"
"7","28","5","6","23","14","5.5","19.694","13.085","17.885","11.992"
"7","28","6","37","94","14.4","5.7","78.829","14.61","69.739","62.836"
"7","28","7","55","128","15","5.7","128.496","16.207","112.43","104.627"
"7","28","8","279","252","15.5","5.7","383.947","21.431","329.751","316.402"
"7","28","9","64","230","16.1","5.7","255.032","20.053","223.951","213.503"
"7","28","10","41","282","16.7","7.2","295.389","20.59","259.214","247.841"
"7","28","11","332","396","17.2","8.8","710.852","26.45","606.983","584.223"
"7","28","12","687","212","17.8","10.3","895.81","28.761","756.537","727.611"
"7","28","13","635","256","17.6","10.3","854.927","28.16","723.7","696.193"
"7","28","14","789","137","17.4","10.3","784.263","27.037","665.067","640.003"
"7","28","15","758","96","17.2","10.3","589.403","24.326","499.165","480.376"
"7","28","16","645","108","16.3","10","387.065","20.827","318.507","305.484"
"7","28","17","220","110","15.3","9.6","137.891","16.513","110.84","103.071"
"7","28","18","257","48","14.4","9.3","36.723","14.088","33.201","27.019"
"7","28","19","13","5","14","8.6","4.475","13.132","4.064","0"
"7","28","20","0","0","13.7","7.9","0","13.7","0","0"
"7","28","21","0","0","13.3","7.2","0","13.3","0","0"
"7","28","22","0","0","13.1","6.3","0","13.1","0","0"
"7","28","23","0","0","13","5.5","0","13","0","0"
"7","29","0","0","0","12.8","4.6","0","12.8","0","0"
"7","29","1","0","0","12.8","4.1","0","12.8","0","0"
"7","29","2","0","0","12.8","3.6","0","12.8","0","0"
"7","29","3","0","0","12.8","3.1","0","12.8","0","0"
"7","29","4","0","0","13.3","2.6","0","13.3","0","0"
"7","29","5","1","17","13.9","2","14.72","12.301","13.415","7.605"
"7","29","6","2","50","14.4","1.5","43.536","13.569","39.378","33.078"
"7","29","7","107","182","15.9","1.9","192.043","19.439","164.414","155.43"
"7","29","8","447","213","17.4","2.2","444.939","27.879","368.206","353.708"
"7","29","9","573","257","18.9","2.6","673.876","35.074","548.156","527.612"
"7","29","10","665","223","20","3.8","814.576","37.785","657.185","632.44"
"7","29","11","573","278","21.1","5","839.554","37.486","679.356","653.707"
"7","29","12","680","253","22.2","6.2","930.593","38.2","750.437","721.778"
"7","29","13","712","232","21.8","7.2","903.881","36.053","736.305","708.258"
"7","29","14","622","244","21.5","8.3","756.767","32.348","626.104","602.598"
"7","29","15","542","191","21.1","9.3","543.604","28.162","454.033","436.788"
"7","29","16","470","163","19.6","8.8","358.661","24.158","294.7","282.355"
"7","29","17","319","106","18.2","8.2","154.904","19.829","118.637","110.698"
"7","29","18","82","47","16.7","7.7","38.264","16.422","34.234","28.032"
"7","29","19","0","3","16.3","6.9","2.685","15.298","2.415","0"
"7","29","20","0","0","16","6","0","16","0","0"
"7","29","21","0","0","15.6","5.2","0","15.6","0","0"
"7","29","22","0","0","15.4","3.5","0","15.4","0","0"
"7","29","23","0","0","15.2","1.7","0","15.2","0","0"
"7","30","0","0","0","15","0","0","15","0","0"
"7","30","1","0","0","14.8","1","0","14.8","0","0"
"7","30","2","0","0","14.6","2.1","0","14.6","0","0"
"7","30","3","0","0","14.4","3.1","0","14.4","0","0"
"7","30","4","0","0","15","4","0","15","0","0"
"7","30","5","14","24","15.5","4.8","20.316","14.53","18.331","12.43"
"7","30","6","286","77","16.1","5.7","79.06","16.337","60.229","53.518"
"7","30","7","354","152","17","5.7","245.379","20.361","198.98","189.161"
"7","30","8","655","150","18","5.7","503.28","26.286","416.585","400.57"
"7","30","9","572","168","18.9","5.7","593.892","29.191","496.674","477.972"
"7","30","10","731","174","19.8","5.9","820.291","34.005","674.209","648.772"
"7","30","11","650","218","20.8","6","856.25","35.79","698.709","672.258"
"7","30","12","813","186","21.7","6.2","986.908","38.679","793.922","763.336"
"7","30","13","797","181","21.1","6.4","926.917","36.895","751.87","723.149"
"7","30","14","641","228","20.6","6.5","758.337","33.356","624.285","600.85"
"7","30","15","676","154","20","6.7","595.613","29.639","493.02","474.445"
"7","30","16","635","119","19.1","5.7","394.048","25.908","317.411","304.42"
"7","30","17","473","88","18.1","4.6","172.105","20.986","124.523","116.454"
"7","30","18","191","47","17.2","3.6","35.831","16.855","31.995","25.836"
"7","30","19","2","5","16.7","3.6","4.475","15.302","4.024","0"
"7","30","20","0","0","16.1","3.6","0","16.1","0","0"
"7","30","21","0","0","15.6","3.6","0","15.6","0","0"
"7","30","22","0","0","15.8","3.9","0","15.8","0","0"
"7","30","23","0","0","15.9","4.3","0","15.9","0","0"
"7","31","0","0","0","16.1","4.6","0","16.1","0","0"
"7","31","1","0","0","15.9","4.8","0","15.9","0","0"
"7","31","2","0","0","15.8","5","0","15.8","0","0"
"7","31","3","0","0","15.6","5.2","0","15.6","0","0"
"7","31","4","0","0","15.6","4.3","0","15.6","0","0"
"7","31","5","1","18","15.6","3.5","15.595","14.349","14.083","8.261"
"7","31","6","3","56","15.6","2.6","48.539","15.084","43.577","37.196"
"7","31","7","1","149","16.1","3.5","128.734","17.598","114.515","106.667"
"7","31","8","7","214","16.7","4.3","191.205","19.585","168.472","159.392"
"7","31","9","0","292","17.2","5.2","259.247","21.19","226.945","216.42"
"7","31","10","1","317","17.8","5.5","284.462","22.232","247.818","236.749"
"7","31","11","1","398","18.3","5.9","361.018","23.945","312.015","299.179"
"7","31","12","2","398","18.9","6.2","362.35","24.5","312.353","299.507"
"7","31","13","44","349","19.3","6.7","366.414","24.703","315.514","302.578"
"7","31","14","295","311","19.6","7.2","544.6","27.582","461.607","444.108"
"7","31","15","81","299","20","7.7","323.332","24.465","277.781","265.905"
"7","31","16","79","210","18.9","7.2","219.65","21.69","189.301","179.72"
"7","31","17","24","78","17.8","6.7","72.538","18.163","63.037","56.27"
"7","31","18","4","20","16.7","6.2","17.304","15.931","15.515","9.667"
"7","31","19","0","3","16.3","5.7","2.685","15.142","2.416","0"
"7","31","20","0","0","16","5.1","0","16","0","0"
"7","31","21","0","0","15.9","4.8","0","15.9","0","0"
"7","31","22","0","0","15.7","4.5","0","15.7","0","0"
"7","31","23","0","0","15.6","4.2","0","15.6","0","0"
"8","1","0","0","0","15.4","4","0","15.4","0","0"
"8","1","1","0","0","15.3","3.7","0","15.3","0","0"
"8","1","2","0","0","15.1","3.4","0","15.1","0","0"
"8","1","3","0","0","15","3.1","0","15","0","0"
"8","1","4","0","0","15","6.2","0","15","0","0"
"8","1","5","8","19","15.6","4.6","16.512","14.526","14.9","9.062"
"8","1","6","18","49","16.1","6.2","43.642","15.709","38.503","32.219"
"8","1","7","50","120","16.7","6.7","120.43","17.64","104.779","97.141"
"8","1","8","91","287","17.8","4.1","306.1","23.269","263.484","251.996"
"8","1","9","454","264","18.9","5.7","596.754","28.97","500.492","481.656"
"8","1","10","439","265","20","7.7","658.549","29.6","553.284","532.551"
"8","1","11","496","300","20","9.3","789.292","30.29","661.678","636.751"
"8","1","12","620","279","20","9.8","901.147","31.488","751.169","722.478"
"8","1","13","574","278","19.4","10.3","824.054","29.599","692.859","666.652"
"8","1","14","471","287","19.4","12.4","675.203","26.663","574.441","552.921"
"8","1","15","485","182","18.9","12.4","496.308","24.078","422.801","406.585"
"8","1","16","517","131","18.9","9.8","354.81","23.038","291.475","279.22"
"8","1","17","450","92","17.8","9.8","169.214","19.406","124.168","116.106"
"8","1","18","162","48","16.7","10.8","37.809","16.464","33.82","27.626"
"8","1","19","1","5","16.1","9.3","4.475","15.296","4.024","0"
"8","1","20","0","0","15.6","8.2","0","15.6","0","0"
"8","1","21","0","0","15","5.7","0","15","0","0"
"8","1","22","0","0","14.4","5.7","0","14.4","0","0"
"8","1","23","0","0","14.4","0","0","14.4","0","0"
"8","2","0","0","0","13.9","1.5","0","13.9","0","0"
"8","2","1","0","0","13.3","0","0","13.3","0","0"
"8","2","2","0","0","13.3","0","0","13.3","0","0"
"8","2","3","0","0","12.8","0","0","12.8","0","0"
"8","2","4","0","0","14.4","0","0","14.4","0","0"
"8","2","5","11","23","13.9","0","19.493","10.814","17.882","11.989"
"8","2","6","237","77","16.7","0","77.4","16.539","60.402","53.687"
"8","2","7","460","130","18.9","2.1","263.244","24.388","205.906","195.915"
"8","2","8","592","174","21.1","0","493.996","39.806","383.892","368.91"
"8","2","9","671","206","22.2","2.1","705.227","40.266","558.629","537.698"
"8","2","10","720","227","25.6","2.1","871.269","48.212","666.339","641.223"
"8","2","11","744","238","26.7","2.6","969.28","50.581","733.048","705.141"
"8","2","12","751","240","29.4","5.2","992.217","48.548","758.669","729.65"
"8","2","13","736","234","27.8","9.3","932.964","40.396","743.684","715.318"
"8","2","14","705","218","28.3","9.3","803.761","39.118","643.006","618.83"
"8","2","15","647","192","25.6","11.3","614.974","32.715","502.213","483.317"
"8","2","16","545","155","23.3","10.3","385.727","27.823","310.365","297.576"
"8","2","17","374","106","22.2","9.3","166.321","23.908","123.273","115.231"
"8","2","18","103","51","18.3","7.7","40.783","18.09","36.212","29.973"
"8","2","19","0","4","16.7","7.2","3.58","15.746","3.213","0"
"8","2","20","0","0","16.1","3.6","0","16.1","0","0"
"8","2","21","0","0","16.1","2.6","0","16.1","0","0"
"8","2","22","0","0","15.6","0","0","15.6","0","0"
"8","2","23","0","0","15","0","0","15","0","0"
"8","3","0","0","0","15","0","0","15","0","0"
"8","3","1","0","0","14.4","3.1","0","14.4","0","0"
"8","3","2","0","0","14.4","2.6","0","14.4","0","0"
"8","3","3","0","0","13.9","2.6","0","13.9","0","0"
"8","3","4","0","0","14.4","0","0","14.4","0","0"
"8","3","5","112","19","15.6","0","14.827","12.366","13.509","7.697"
"8","3","6","519","46","18.9","0","70.473","18.476","43.251","36.875"
"8","3","7","717","69","22.2","0","293.148","32.305","211.789","201.65"
"8","3","8","815","89","22.8","2.1","534.762","35.991","420.245","404.112"
"8","3","9","869","104","23.3","3.1","745.435","40.356","589.224","567.145"
"8","3","10","902","113","25.6","5.2","906.474","42.792","712.848","685.802"
"8","3","11","917","118","26.1","7.2","999.518","41.883","790.992","760.538"
"8","3","12","921","119","26.7","7.2","1020.167","42.909","803.257","772.249"
"8","3","13","911","117","26.1","10.3","964.628","38.26","777.135","747.301"
"8","3","14","891","109","27.2","8.8","839.182","38.92","671.517","646.19"
"8","3","15","851","97","25.6","8.8","652.153","34.583","525.869","506.133"
"8","3","16","781","80","21.1","9.8","423.275","26.268","337.394","323.821"
"8","3","17","645","58","18.3","8.2","181.557","20.376","123.597","115.549"
"8","3","18","352","34","16.7","8.2","26.891","16.286","24.074","18.065"
"8","3","19","15","5","15.6","6.7","4.475","14.587","4.037","0"
"8","3","20","0","0","14.4","6.7","0","14.4","0","0"
"8","3","21","0","0","14.4","4.1","0","14.4","0","0"
"8","3","22","0","0","13.9","4.1","0","13.9","0","0"
"8","3","23","0","0","13.9","4.1","0","13.9","0","0"
"8","4","0","0","0","13.9","3.1","0","13.9","0","0"
"8","4","1","0","0","13.9","3.1","0","13.9","0","0"
"8","4","2","0","0","13.3","2.1","0","13.3","0","0"
"8","4","3","0","0","13.3","2.1","0","13.3","0","0"
"8","4","4","0","0","13.3","0","0","13.3","0","0"
"8","4","5","112","18","12.8","0","14.051","9.413","12.969","7.167"
"8","4","6","277","62","14.4","0","67.655","13.621","50.758","44.235"
"8","4","7","505","110","16.7","0","263.746","25.616","203.184","193.261"
"8","4","8","815","82","18.3","3.1","527.88","29.832","427.37","411.006"
"8","4","9","874","95","19.4","3.1","741.513","36.433","597.763","575.357"
"8","4","10","903","104","20","4.1","899.932","39.235","720.629","693.253"
"8","4","11","911","109","21.1","3.1","986.479","44.398","770.661","741.114"
"8","4","12","917","110","23.3","7.2","1008.93","39.278","809.22","777.941"
"8","4","13","908","107","21.7","9.8","953.306","34.046","784.246","754.095"
"8","4","14","895","101","21.1","7.7","835.551","33.732","686.059","660.133"
"8","4","15","855","90","21.1","9.3","648.545","29.637","535.627","515.539"
"8","4","16","787","74","20","8.2","420.339","25.783","335.489","321.971"
"8","4","17","660","54","18.9","6.2","180.787","21.434","121.49","113.488"
"8","4","18","372","32","17.2","6.7","25.31","16.728","22.613","16.632"
"8","4","19","17","4","16.7","4.6","3.58","15.419","3.218","0"
"8","4","20","0","0","16.1","5.2","0","16.1","0","0"
"8","4","21","0","0","15.6","5.2","0","15.6","0","0"
"8","4","22","0","0","15","4.1","0","15","0","0"
"8","4","23","0","0","15","5.2","0","15","0","0"
"8","5","0","0","0","15","1.5","0","15","0","0"
"8","5","1","0","0","13.9","2.6","0","13.9","0","0"
"8","5","2","0","0","14.4","5.2","0","14.4","0","0"
"8","5","3","0","0","13.9","5.7","0","13.9","0","0"
"8","5","4","0","0","13.9","4.1","0","13.9","0","0"
"8","5","5","126","18","13.9","3.1","14.078","12.516","12.817","7.018"
"8","5","6","544","41","15.6","5.7","70.804","15.671","42.941","36.572"
"8","5","7","584","87","16.1","6.2","268.081","19.669","209.061","198.99"
"8","5","8","791","76","17.8","7.2","509.998","25.111","422.279","406.08"
"8","5","9","855","88","17.8","6.2","721.894","29.772","601.23","578.692"
"8","5","10","906","102","18.3","8.2","902.042","31.153","751.752","723.036"
"8","5","11","918","107","20","8.2","992.721","34.352","815.839","784.258"
"8","5","12","911","108","20.6","7.7","1002.574","35.789","818.268","786.576"
"8","5","13","910","105","19.4","7.2","954.439","34.495","783.463","753.346"
"8","5","14","710","166","18.3","9.3","760.117","28.391","640.84","616.75"
"8","5","15","649","160","17.8","6.2","588.339","27.785","491.743","473.213"
"8","5","16","382","166","16.7","7.2","325.845","21.418","272.734","260.995"
"8","5","17","275","97","15","6.7","139.678","16.561","109.297","101.562"
"8","5","18","34","42","15","6.7","34.949","14.614","31.523","25.373"
"8","5","19","1","1","14.4","7.2","0.895","13.372","0.812","0"
"8","5","20","0","0","14.4","5.2","0","14.4","0","0"
"8","5","21","0","0","14.4","3.6","0","14.4","0","0"
"8","5","22","0","0","13.9","2.6","0","13.9","0","0"
"8","5","23","0","0","15","2.6","0","15","0","0"
"8","6","0","0","0","13.9","4.1","0","13.9","0","0"
"8","6","1","0","0","13.3","4.1","0","13.3","0","0"
"8","6","2","0","0","13.3","4.1","0","13.3","0","0"
"8","6","3","0","0","13.3","1.5","0","13.3","0","0"
"8","6","4","0","0","12.2","2.1","0","12.2","0","0"
"8","6","5","72","16","13.3","0","12.444","9.797","11.466","5.692"
"8","6","6","418","48","15.6","0","66.727","14.8","44.134","37.742"
"8","6","7","673","75","17.2","2.6","287.319","22.909","218.637","208.325"
"8","6","8","777","97","18.3","2.6","525.415","30.487","424.882","408.598"
"8","6","9","833","113","18.9","2.1","731.75","37.811","586.151","564.188"
"8","6","10","868","124","20.6","3.1","891.924","41.445","706.366","679.594"
"8","6","11","890","130","21.7","3.6","989.995","43.954","775.218","745.469"
"8","6","12","888","131","21.7","8.8","1004.122","35.658","820.077","788.301"
"8","6","13","878","128","22.2","9.8","948.669","34.49","778.783","748.875"
"8","6","14","858","120","21.1","9.3","826.077","32.116","683.793","657.962"
"8","6","15","815","106","18.9","10.3","642.669","26.749","538.587","518.391"
"8","6","16","386","149","17.2","10.3","312.499","20.736","261.767","250.326"
"8","6","17","225","112","15.6","10.3","141.456","16.748","113.624","105.794"
"8","6","18","234","34","15","8.8","26.254","14.542","23.688","17.687"
"8","6","19","0","1","15","7.2","0.895","13.969","0.81","0"
"8","6","20","0","0","15","6.2","0","15","0","0"
"8","6","21","0","0","14.4","6.7","0","14.4","0","0"
"8","6","22","0","0","14.4","4.6","0","14.4","0","0"
"8","6","23","0","0","13.9","5.2","0","13.9","0","0"
"8","7","0","0","0","13.3","4.6","0","13.3","0","0"
"8","7","1","0","0","13.3","4.6","0","13.3","0","0"
"8","7","2","0","0","12.8","3.1","0","12.8","0","0"
"8","7","3","0","0","12.2","1.5","0","12.2","0","0"
"8","7","4","0","0","11.7","0","0","11.7","0","0"
"8","7","5","10","15","12.8","0","13.263","9.323","12.246","6.458"
"8","7","6","254","71","15","0","74.151","14.527","57.111","50.462"
"8","7","7","484","119","16.7","5.2","264.216","20.595","209.53","199.448"
"8","7","8","615","160","18.3","6.2","498.634","26.124","414.245","398.305"
"8","7","9","657","184","19.4","5.2","680.467","31.916","561.951","540.898"
"8","7","10","645","216","19.4","6.7","802.27","32.342","665.074","640.009"
"8","7","11","722","217","20","5.2","935.223","37.788","755.682","726.793"
"8","7","12","739","221","20.6","5.7","969.215","38.242","781.481","751.453"
"8","7","13","745","215","20.6","12.4","929.299","30.805","776.816","746.996"
"8","7","14","724","201","20.6","5.2","808.171","36.194","656.105","631.403"
"8","7","15","661","177","19.4","7.7","613.63","28.512","511.342","492.124"
"8","7","16","467","142","18.9","7.2","341.684","23.922","280.602","268.648"
"8","7","17","350","99","17.8","4.1","156.184","20.461","117.687","109.769"
"8","7","18","64","45","16.1","2.6","36.105","15.694","32.409","26.242"
"8","7","19","0","1","15.6","2.6","0.895","13.921","0.81","0"
"8","7","20","0","0","15","6.2","0","15","0","0"
"8","7","21","0","0","14.4","4.1","0","14.4","0","0"
"8","7","22","0","0","13.3","2.1","0","13.3","0","0"
"8","7","23","0","0","14.4","5.7","0","14.4","0","0"
"8","8","0","0","0","13.3","5.2","0","13.3","0","0"
"8","8","1","0","0","13.3","6.2","0","13.3","0","0"
"8","8","2","0","0","13.3","4.6","0","13.3","0","0"
"8","8","3","0","0","13.3","4.6","0","13.3","0","0"
"8","8","4","0","0","13.9","6.2","0","13.9","0","0"
"8","8","5","1","14","12.8","3.6","12.114","11.419","11.083","5.316"
"8","8","6","53","82","14.4","3.6","71.181","14.445","62.193","55.443"
"8","8","7","338","136","16.7","0","233.778","24.461","186.231","176.725"
"8","8","8","496","206","18.3","3.1","473.422","28.496","390.69","375.497"
"8","8","9","584","249","20","3.6","685.783","34.892","558.686","537.753"
"8","8","10","633","280","20.6","3.6","853.356","39.551","682.704","656.917"
"8","8","11","664","291","21.7","5.2","952.346","39.893","761.453","732.312"
"8","8","12","674","293","25","6.7","976.738","41.166","776.029","746.244"
"8","8","13","655","285","23.9","10.3","913.987","35.354","747.289","718.767"
"8","8","14","571","258","23.3","9.8","735.193","32.756","607.345","584.571"
"8","8","15","510","230","22.8","10.3","562.146","29.626","467.065","449.382"
"8","8","16","380","183","22.2","10.3","341.188","26.11","280.03","268.092"
"8","8","17","247","119","21.1","8.2","151.682","22.704","118.236","110.306"
"8","8","18","20","40","18.9","7.7","33.177","18.568","29.395","23.286"
"8","8","19","0","0","17.2","6.2","0","17.2","0","0"
"8","8","20","0","0","16.1","6.2","0","16.1","0","0"
"8","8","21","0","0","15","5.2","0","15","0","0"
"8","8","22","0","0","14.4","5.2","0","14.4","0","0"
"8","8","23","0","0","13.9","4.1","0","13.9","0","0"
"8","9","0","0","0","13.9","3.1","0","13.9","0","0"
"8","9","1","0","0","13.3","2.1","0","13.3","0","0"
"8","9","2","0","0","13.9","0","0","13.9","0","0"
"8","9","3","0","0","13.3","1.5","0","13.3","0","0"
"8","9","4","0","0","13.9","0","0","13.9","0","0"
"8","9","5","46","19","14.4","0","15.465","11.117","14.168","8.344"
"8","9","6","350","60","17.8","0","72.422","17.407","50.993","44.466"
"8","9","7","404","133","20","1.5","252.705","25.708","198.436","188.63"
"8","9","8","563","158","21.1","2.6","470.584","31.841","380.848","365.961"
"8","9","9","404","246","21.7","2.1","551.323","35.854","447.453","430.428"
"8","9","10","605","251","23.3","4.1","803.462","40.111","640.976","616.881"
"8","9","11","453","316","26.7","5.2","773.717","41.502","613.637","590.618"
"8","9","12","388","288","26.1","7.2","691.319","36.906","561.185","540.16"
"8","9","13","270","328","28.3","8.2","584.305","36.642","474.813","456.866"
"8","9","14","736","173","28.9","10.3","792.288","38.644","635.348","611.477"
"8","9","15","727","117","23.9","11.3","598.461","30.784","492.389","473.836"
"8","9","16","678","104","21.1","10.8","402.355","25.638","323.783","310.608"
"8","9","17","597","52","20.6","7.2","166.411","22.653","111.767","103.978"
"8","9","18","264","34","20","7.2","27.335","19.596","24.105","18.096"
"8","9","19","7","2","16.7","5.7","1.79","15.546","1.608","0"
"8","9","20","0","0","15","4.6","0","15","0","0"
"8","9","21","0","0","13.9","4.6","0","13.9","0","0"
"8","9","22","0","0","12.8","4.6","0","12.8","0","0"
"8","9","23","0","0","12.8","3.1","0","12.8","0","0"
"8","10","0","0","0","12.2","3.1","0","12.2","0","0"
"8","10","1","0","0","11.7","2.1","0","11.7","0","0"
"8","10","2","0","0","11.7","2.6","0","11.7","0","0"
"8","10","3","0","0","12.2","3.1","0","12.2","0","0"
"8","10","4","0","0","12.8","3.1","0","12.8","0","0"
"8","10","5","13","14","12.2","2.6","12.384","10.639","11.369","5.597"
"8","10","6","220","64","14.4","0","67.184","13.598","52.171","45.62"
"8","10","7","483","108","16.1","0","256.212","24.714","198.874","189.058"
"8","10","8","670","133","16.1","0","506.581","35.37","401.823","386.279"
"8","10","9","717","152","18.9","4.1","697.346","33.482","571.374","549.968"
"8","10","10","794","177","20.6","3.1","893.781","41.408","708.189","681.34"
"8","10","11","818","185","20.6","5.2","992.786","39.609","794.906","764.276"
"8","10","12","802","187","21.7","3.6","993.229","44.226","776.84","747.019"
"8","10","13","799","182","23.3","3.1","943.77","45.783","731.821","703.967"
"8","10","14","780","170","23.9","5.2","822.104","39.799","655.403","630.73"
"8","10","15","721","150","21.7","6.2","628.525","32.497","513.348","494.059"
"8","10","16","624","121","21.7","6.7","395.212","27.914","315.926","302.977"
"8","10","17","455","83","19.4","7.2","162.871","21.373","117.211","109.304"
"8","10","18","134","39","17.8","3.6","30.941","17.332","27.569","21.494"
"8","10","19","0","1","16.1","5.2","0.895","14.858","0.806","0"
"8","10","20","0","0","15.6","2.1","0","15.6","0","0"
"8","10","21","0","0","15","3.1","0","15","0","0"
"8","10","22","0","0","14.4","6.7","0","14.4","0","0"
"8","10","23","0","0","14.4","4.6","0","14.4","0","0"
"8","11","0","0","0","13.9","4.1","0","13.9","0","0"
"8","11","1","0","0","12.8","2.1","0","12.8","0","0"
"8","11","2","0","0","13.3","3.1","0","13.3","0","0"
"8","11","3","0","0","13.3","2.6","0","13.3","0","0"
"8","11","4","0","0","12.2","1.5","0","12.2","0","0"
"8","11","5","66","18","13.3","3.1","14.71","11.913","13.429","7.618"
"8","11","6","439","41","14.4","3.6","64.286","14.292","40.621","34.296"
"8","11","7","447","101","15.6","4.6","239.117","19.227","190.616","181.003"
"8","11","8","818","76","18.3","3.6","531.54","29.314","432.108","415.589"
"8","11","9","878","90","18.3","4.6","749.213","33.173","614.194","591.154"
"8","11","10","909","98","20","3.6","909.934","40.311","724.893","697.336"
"8","11","11","925","103","21.7","4.6","1004.859","42.353","793.412","762.85"
"8","11","12","932","104","22.8","6.2","1027.883","40.669","818.71","786.998"
"8","11","13","921","101","23.3","2.6","968.038","47.669","743.211","714.865"
"8","11","14","896","94","23.9","4.1","835.841","42.151","658.139","633.355"
"8","11","15","862","84","23.3","4.1","651.064","37.493","517.569","498.13"
"8","11","16","791","68","22.2","4.6","417.803","30.617","325.674","312.443"
"8","11","17","656","49","20","7.2","174.725","22.192","115.981","108.1"
"8","11","18","339","27","17.2","6.2","21.529","16.64","19.243","13.325"
"8","11","19","6","1","16.1","4.1","0.895","14.651","0.807","0"
"8","11","20","0","0","16.1","4.1","0","16.1","0","0"
"8","11","21","0","0","15.6","3.1","0","15.6","0","0"
"8","11","22","0","0","15.6","2.1","0","15.6","0","0"
"8","11","23","0","0","15","0","0","15","0","0"
"8","12","0","0","0","15","0","0","15","0","0"
"8","12","1","0","0","14.4","0","0","14.4","0","0"
"8","12","2","0","0","13.9","0","0","13.9","0","0"
"8","12","3","0","0","13.3","1.5","0","13.3","0","0"
"8","12","4","0","0","13.3","2.1","0","13.3","0","0"
"8","12","5","13","17","13.9","2.1","14.738","12.316","13.43","7.62"
"8","12","6","278","64","15.6","2.1","71.877","15.672","53.457","46.881"
"8","12","7","518","107","17.2","6.2","271.225","20.839","214.181","203.981"
"8","12","8","643","143","18.9","3.6","503.777","29.366","412.062","396.192"
"8","12","9","731","169","20.6","2.6","727.61","38.165","582.705","560.873"
"8","12","10","768","186","20.6","5.2","888.464","37.399","718.432","691.149"
"8","12","11","787","196","21.7","4.1","976.651","42.743","769.643","740.141"
"8","12","12","797","197","21.7","6.2","1000.912","39.066","803.741","772.711"
"8","12","13","787","192","22.8","5.2","944.637","41.076","750.485","721.824"
"8","12","14","750","179","22.2","5.7","812.6","37.063","656.88","632.147"
"8","12","15","699","157","20.6","6.2","622.228","31.264","511.461","492.239"
"8","12","16","598","126","18.9","7.2","389.012","24.679","316.271","303.312"
"8","12","17","419","86","17.2","6.7","158.416","19.169","116.48","108.588"
"8","12","18","103","38","16.1","5.2","30.061","15.621","26.992","20.929"
"8","12","19","0","1","15.6","5.2","0.895","14.349","0.808","0"
"8","12","20","0","0","15.6","5.2","0","15.6","0","0"
"8","12","21","0","0","15","4.6","0","15","0","0"
"8","12","22","0","0","15","4.6","0","15","0","0"
"8","12","23","0","0","15","4.6","0","15","0","0"
"8","13","0","0","0","15","5.2","0","15","0","0"
"8","13","1","0","0","15","4.1","0","15","0","0"
"8","13","2","0","0","15","5.2","0","15","0","0"
"8","13","3","0","0","15","3.6","0","15","0","0"
"8","13","4","0","0","15","4.1","0","15","0","0"
"8","13","5","1","9","14.4","3.6","7.771","12.949","7.061","1.368"
"8","13","6","16","64","15.6","3.1","55.287","15.264","49.079","42.589"
"8","13","7","5","135","16.7","2.6","118.697","18.117","105.151","97.506"
"8","13","8","225","218","18.3","2.1","333.444","25.771","281.374","269.399"
"8","13","9","656","191","19.4","2.6","694.774","35.769","563.385","542.278"
"8","13","10","768","186","20.6","6.2","890.112","35.715","725.84","698.242"
"8","13","11","791","196","21.1","5.7","982.118","38.915","789.157","758.785"
