Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 04/15  07:00:00,247800121.065321,120773441.651914,0.0,19298995.2844214,0.0,95691277.8409825,12006021.9491793,30384.3388235294,72000.,0.0,72000. 
 04/15  08:00:00,306143874.244311,82755073.928272,2179056.56843714,96494976.4221072,0.0,112678361.037492,12006021.9491793,30384.3388235294,3972157.75185235,0.0,3972157.75185235 
 04/15  09:00:00,277520590.847699,40684311.9632403,7534842.82916405,96494976.4221072,0.0,120770053.345184,12006021.9491793,30384.3388235294,3973266.33943297,0.0,3973266.33943297 
 04/15  10:00:00,258502932.615306,18053925.7930039,14615438.8988762,96494976.4221072,0.0,117302185.213316,12006021.9491793,30384.3388235294,3972775.08800034,0.0,3972775.08800034 
 04/15  11:00:00,269169073.651516,10973400.4070593,24270413.0133381,96494976.4221072,0.0,125393877.521008,12006021.9491793,30384.3388235294,3973425.54606509,0.0,3973425.54606509 
 04/15  12:00:00,269676123.4476,6939551.89195545,33435135.5003508,96494976.4221072,0.0,120770053.345184,12006021.9491793,30384.3388235294,5986342.78735569,0.0,5986342.78735569 
 04/15  13:00:00,260481293.892596,6007461.04602358,34420045.1429267,96494976.4221072,0.0,111522404.993536,12006021.9491793,30384.3388235294,5859607.78560655,0.0,5859607.78560655 
 04/15  14:00:00,151189975.512503,5016150.46473179,28394793.9860128,28948492.9266322,0.0,76794131.8471234,12006021.9491793,30384.3388235294,72000.,0.0,72000. 
 04/15  15:00:00,146439194.399925,10675155.7915237,22608831.7224672,28948492.9266322,0.0,72170307.6712992,12006021.9491793,30384.3388235294,3971991.84688432,0.0,3971991.84688432 
 04/15  16:00:00,155629395.666356,21733591.0040183,19584641.7324473,28948492.9266322,0.0,73326263.7152553,12006021.9491793,30384.3388235294,3972091.57170015,0.0,3972091.57170015 
 04/15  17:00:00,173229306.281793,61586444.8146757,25124235.4199031,9649497.64221072,0.0,64832722.1170006,12006021.9491793,30384.3388235294,3971036.02251858,0.0,3971036.02251858 
 04/15  18:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/15  19:00:00,94224067.8342986,0.0,0.0,9649497.64221072,26647200.,57896985.8532643,0.0,30384.3388235294,3971061.33791693,0.0,3971061.33791693 
 04/15  20:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/15  21:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,3971385.49743749,0.0,3971385.49743749 
 04/15  22:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/15  23:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,3970745.62748504,0.0,3970745.62748504 
 04/15  24:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/16  01:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/16  02:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,3970582.21459411,0.0,3970582.21459411 
 04/16  03:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/16  04:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,3970591.24308256,0.0,3970591.24308256 
 04/16  05:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/16  06:00:00,94224067.8342986,0.0,0.0,9649497.64221072,26647200.,57896985.8532643,0.0,30384.3388235294,3970601.20655257,0.0,3970601.20655257 
 04/16  07:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/16  08:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/16  09:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,3970604.31680454,0.0,3970604.31680454 
 04/16  10:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/16  11:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,3970879.5521006,0.0,3970879.5521006 
 04/16  12:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/16  13:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,3971350.24549834,0.0,3971350.24549834 
 04/16  14:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/16  15:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,3970582.58436331,0.0,3970582.58436331 
 04/16  16:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/16  17:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/16  18:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,3970591.54283421,0.0,3970591.54283421 
 04/16  19:00:00,85341667.8342986,0.0,0.0,9649497.64221072,17764800.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/16  20:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,3970597.97304175,0.0,3970597.97304175 
 04/16  21:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/16  22:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/16  23:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,3970604.48294823,0.0,3970604.48294823 
 04/16  24:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/17  01:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970747.2517752,0.0,3970747.2517752 
 04/17  02:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/17  03:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970743.70027041,0.0,3970743.70027041 
 04/17  04:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/17  05:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,3971188.85657525,0.0,3971188.85657525 
 04/17  06:00:00,392756303.098247,257577720.388137,0.0,19298995.2844214,26647200.,77195981.1376857,12006021.9491793,30384.3388235294,72000.,0.0,72000. 
 04/17  07:00:00,385695180.602384,198107345.78497,0.0,57896985.8532643,0.0,117654442.676147,12006021.9491793,30384.3388235294,3972673.75957542,0.0,3972673.75957542 
 04/17  08:00:00,529713898.912377,90472927.1288287,0.0,173690957.559793,0.0,253451924.59276,12067705.2921723,30384.3388235294,7878611.32766664,0.0,7878611.32766664 
 04/17  09:00:00,457283501.108081,46895795.3129346,1263208.28238048,173690957.559793,0.0,223397067.449903,12006088.164247,30384.3388235294,3975904.45395294,0.0,3975904.45395294 
 04/17  10:00:00,432455609.528409,23034178.9959898,7179888.12875043,173690957.559793,0.0,216461331.186166,12058869.3188861,30384.3388235294,7880025.27504124,0.0,7880025.27504124 
 04/17  11:00:00,443764856.101819,15358715.2541986,19216269.3780825,173690957.559793,0.0,223397067.449903,12071462.1210186,30384.3388235294,7881576.46049739,0.0,7881576.46049739 
 04/17  12:00:00,448062840.449061,14134264.6501282,26377278.5720283,173690957.559793,0.0,221437412.824822,12392542.5034661,30384.3388235294,11790843.0221584,0.0,11790843.0221584 
 04/17  13:00:00,450136852.480701,6183564.70217256,28486681.4211384,173690957.559793,0.0,229176847.669683,12568416.7890906,30384.3388235294,11790247.2984059,0.0,11790247.2984059 
 04/17  14:00:00,434859635.402495,0.0,32376771.9019183,173690957.559793,0.0,216461331.186166,12300190.4157933,30384.3388235294,3975320.57229272,0.0,3975320.57229272 
 04/17  15:00:00,440392816.908939,0.0,37779555.4597794,173690957.559793,0.0,216461331.186166,12430588.3643763,30384.3388235294,7877830.87774599,0.0,7877830.87774599 
 04/17  16:00:00,450103198.565863,0.0,35809988.9341444,173690957.559793,0.0,226864935.581771,13706932.1513311,30384.3388235294,7880007.16294829,0.0,7880007.16294829 
 04/17  17:00:00,408188045.922419,284453.953973255,32316402.3239298,135092966.99095,0.0,226061237.000646,14402601.3140964,30384.3388235294,3973868.48023658,0.0,3973868.48023658 
 04/17  18:00:00,270511148.765134,9413358.1065562,22638765.416184,96494976.4221072,0.0,129665444.234001,12268220.2474613,30384.3388235294,3973313.75300306,0.0,3973313.75300306 
 04/17  19:00:00,290963076.438796,31654283.0073869,12594814.8389459,96494976.4221072,17764800.,120417795.882353,12006021.9491793,30384.3388235294,3972695.48168957,0.0,3972695.48168957 
 04/17  20:00:00,293515752.011981,65981251.4991779,3187907.77360485,57896985.8532643,53294400.,101118800.597931,12006021.9491793,30384.3388235294,3972477.62031649,0.0,3972477.62031649 
 04/17  21:00:00,313218255.694156,91725435.1443529,1770051.98642852,57896985.8532643,53294400.,96494976.4221072,12006021.9491793,30384.3388235294,3971163.74051954,0.0,3971163.74051954 
 04/17  22:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/17  23:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970747.25477344,0.0,3970747.25477344 
 04/17  24:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/18  01:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970743.37003999,0.0,3970743.37003999 
 04/18  02:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/18  03:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/18  04:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970739.45365863,0.0,3970739.45365863 
 04/18  05:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/18  06:00:00,321938060.77088,186759478.06077,0.0,19298995.2844214,26647200.,77195981.1376857,12006021.9491793,30384.3388235294,3971309.31525957,0.0,3971309.31525957 
 04/18  07:00:00,306826155.661251,119238320.843837,0.0,57896985.8532643,0.0,117654442.676147,12006021.9491793,30384.3388235294,3973114.84091305,0.0,3973114.84091305 
 04/18  08:00:00,498012586.743984,57961233.2448633,0.0,173690957.559793,0.0,253451924.59276,12878087.0077439,30384.3388235294,7878258.10595302,0.0,7878258.10595302 
 04/18  09:00:00,446577910.24489,30470691.6413568,5719794.2714357,173690957.559793,0.0,223397067.449903,13269014.983578,30384.3388235294,3975884.15395454,0.0,3975884.15395454 
 04/18  10:00:00,428173461.97558,13946968.86833,10879277.1537228,173690957.559793,0.0,216461331.186166,13164542.8687439,30384.3388235294,7879209.82482768,0.0,7879209.82482768 
 04/18  11:00:00,435618051.32066,9418228.92349244,16328701.5065876,173690957.559793,0.0,223397067.449903,12752711.5420612,30384.3388235294,7880724.93440953,0.0,7880724.93440953 
 04/18  12:00:00,445378407.640315,8481923.64506908,29072652.3152162,173690957.559793,0.0,221437412.824822,12665076.9565912,30384.3388235294,11790862.3028592,0.0,11790862.3028592 
 04/18  13:00:00,456170691.795404,1149831.75040436,38986090.3111887,173690957.559793,0.0,229176847.669683,13136580.1655115,30384.3388235294,7883827.5164943,0.0,7883827.5164943 
 04/18  14:00:00,441406600.691204,0.0,38576186.3140998,173690957.559793,0.0,216461331.186166,12647741.2923209,30384.3388235294,7879498.78858197,0.0,7879498.78858197 
 04/18  15:00:00,438674631.705618,0.0,35889372.4711904,173690957.559793,0.0,216461331.186166,12602586.1496444,30384.3388235294,7878051.35143567,0.0,7878051.35143567 
 04/18  16:00:00,451342054.074356,0.0,36848447.8962433,173690957.559793,0.0,226864935.581771,13907328.6977254,30384.3388235294,7881322.08102885,0.0,7881322.08102885 
 04/18  17:00:00,409226143.271446,0.0,33457657.4662978,135092966.99095,0.0,226061237.000646,14583897.4747279,30384.3388235294,3974030.47405576,0.0,3974030.47405576 
 04/18  18:00:00,263501232.518998,2574078.27522531,22397998.5239903,96494976.4221072,0.0,129665444.234001,12338350.7248502,30384.3388235294,3972931.26252383,0.0,3972931.26252383 
 04/18  19:00:00,280725662.27614,20395197.2404704,13616486.443207,96494976.4221072,17764800.,120417795.882353,12006021.9491793,30384.3388235294,3972471.41277177,0.0,3972471.41277177 
 04/18  20:00:00,282912150.159872,55078193.999811,3487363.42086211,57896985.8532643,53294400.,101118800.597931,12006021.9491793,30384.3388235294,3972505.7554689,0.0,3972505.7554689 
 04/18  21:00:00,298826130.420722,79103361.8573481,0.0,57896985.8532643,53294400.,96494976.4221072,12006021.9491793,30384.3388235294,3971187.97060688,0.0,3971187.97060688 
 04/18  22:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/18  23:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970745.91569008,0.0,3970745.91569008 
 04/18  24:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/19  01:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/19  02:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970744.3080422,0.0,3970744.3080422 
 04/19  03:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/19  04:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970735.17065684,0.0,3970735.17065684 
 04/19  05:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/19  06:00:00,313512710.146094,178334127.435984,0.0,19298995.2844214,26647200.,77195981.1376857,12006021.9491793,30384.3388235294,3971036.26560907,0.0,3971036.26560907 
 04/19  07:00:00,302257959.588672,114670124.771258,0.0,57896985.8532643,0.0,117654442.676147,12006021.9491793,30384.3388235294,3972907.43973035,0.0,3972907.43973035 
 04/19  08:00:00,491012773.82509,45819356.404176,5379804.70946251,173690957.559793,0.0,253451924.59276,12640346.2200747,30384.3388235294,3975345.88182399,0.0,3975345.88182399 
 04/19  09:00:00,445937728.221647,22332814.4601342,13725553.0362306,173690957.559793,0.0,223397067.449903,12760951.3767632,30384.3388235294,7878893.83501375,0.0,7878893.83501375 
 04/19  10:00:00,437752142.552321,9889012.19471095,24602849.5453504,173690957.559793,0.0,216461331.186166,13077607.7274763,30384.3388235294,7880149.46217936,0.0,7880149.46217936 
 04/19  11:00:00,449260626.421553,4750772.05861133,34593544.5561597,173690957.559793,0.0,223397067.449903,12797900.4582631,30384.3388235294,7882400.78787157,0.0,7882400.78787157 
 04/19  12:00:00,452505435.344439,4732489.25553138,39810698.6297495,173690957.559793,0.0,221437412.824822,12803492.7357198,30384.3388235294,11791877.4034171,0.0,11791877.4034171 
 04/19  13:00:00,457900649.688277,326267.62474527,41238153.7978562,173690957.559793,0.0,229176847.669683,13438038.6973758,30384.3388235294,7884051.27759407,0.0,7884051.27759407 
 04/19  14:00:00,444678997.783723,0.0,41437858.0380685,173690957.559793,0.0,216461331.186166,13058466.6608713,30384.3388235294,7879359.10090264,0.0,7879359.10090264 
 04/19  15:00:00,445953834.527651,0.0,42644989.6223712,173690957.559793,0.0,216461331.186166,13126171.820497,30384.3388235294,7877815.00646267,0.0,7877815.00646267 
 04/19  16:00:00,458424000.403667,0.0,42987183.9943323,173690957.559793,0.0,226864935.581771,14850538.9289473,30384.3388235294,7880235.05478926,0.0,7880235.05478926 
 04/19  17:00:00,409164569.43713,0.0,33136246.2165292,135092966.99095,0.0,226061237.000646,14843734.8901806,30384.3388235294,3973543.11465465,0.0,3973543.11465465 
 04/19  18:00:00,259874639.875935,2372476.5140545,19021838.5819093,96494976.4221072,0.0,129665444.234001,12289519.7850393,30384.3388235294,3972896.53550255,0.0,3972896.53550255 
 04/19  19:00:00,275688057.127056,17175841.5135907,11798237.0210021,96494976.4221072,17764800.,120417795.882353,12006021.9491793,30384.3388235294,3972349.08094373,0.0,3972349.08094373 
 04/19  20:00:00,280314446.531384,49198049.6293191,6769804.16286638,57896985.8532643,53294400.,101118800.597931,12006021.9491793,30384.3388235294,3972452.02140117,0.0,3972452.02140117 
 04/19  21:00:00,296387167.031189,71834591.3917985,4829807.07601612,57896985.8532643,53294400.,96494976.4221072,12006021.9491793,30384.3388235294,72000.,0.0,72000. 
 04/19  22:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,3971181.8036725,0.0,3971181.8036725 
 04/19  23:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/19  24:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970737.0026254,0.0,3970737.0026254 
 04/20  01:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/20  02:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970741.42498161,0.0,3970741.42498161 
 04/20  03:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/20  04:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970744.61324812,0.0,3970744.61324812 
 04/20  05:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/20  06:00:00,274405126.312426,139186729.674362,0.0,19298995.2844214,26647200.,77195981.1376857,12045835.8771332,30384.3388235294,3971021.79538025,0.0,3971021.79538025 
 04/20  07:00:00,280430524.391843,91542303.067311,1300386.50711769,57896985.8532643,0.0,117654442.676147,12006021.9491793,30384.3388235294,3972300.21635587,0.0,3972300.21635587 
 04/20  08:00:00,492956012.2238,39705644.8569407,12612826.8342107,173690957.559793,0.0,253451924.59276,13464274.0412718,30384.3388235294,3975150.20594685,0.0,3975150.20594685 
 04/20  09:00:00,448006993.933275,16245030.5259001,20902360.7331433,173690957.559793,0.0,223397067.449903,13741193.3257124,30384.3388235294,7879739.00324166,0.0,7879739.00324166 
 04/20  10:00:00,441527335.54387,7775894.08199136,29955782.4561822,173690957.559793,0.0,216461331.186166,13612985.9209132,30384.3388235294,7879001.58002993,0.0,7879001.58002993 
 04/20  11:00:00,449691781.653914,3245399.59518704,36148629.6856179,173690957.559793,0.0,223397067.449903,13179343.02459,30384.3388235294,7881191.83430819,0.0,7881191.83430819 
 04/20  12:00:00,460839346.109363,2111811.57688944,50463077.2127709,173690957.559793,0.0,221437412.824822,13105702.5962645,30384.3388235294,11791022.1366435,0.0,11791022.1366435 
 04/20  13:00:00,474998204.391345,0.0,58329987.0483321,173690957.559793,0.0,229176847.669683,13770027.7747137,30384.3388235294,7884049.79177286,0.0,7884049.79177286 
 04/20  14:00:00,456807008.492325,0.0,53178149.2693732,173690957.559793,0.0,216461331.186166,13446186.1381691,30384.3388235294,7878640.4637542,0.0,7878640.4637542 
 04/20  15:00:00,452828181.546932,0.0,48983054.8103409,173690957.559793,0.0,216461331.186166,13662453.6518078,30384.3388235294,3974604.33361621,0.0,3974604.33361621 
 04/20  16:00:00,465478954.023282,0.0,49516621.0065962,173690957.559793,0.0,226864935.581771,15376055.5362983,30384.3388235294,7880207.51927878,0.0,7880207.51927878 
 04/20  17:00:00,422756218.146135,0.0,46519209.5292868,135092966.99095,0.0,226061237.000646,15052420.2864283,30384.3388235294,7876694.72429123,0.0,7876694.72429123 
 04/20  18:00:00,273522436.294134,831615.735950795,34487600.3979779,96494976.4221072,0.0,129665444.234001,12012415.1652739,30384.3388235294,3973297.01266611,0.0,3973297.01266611 
 04/20  19:00:00,281456106.354366,11728977.0370842,23013150.7248186,96494976.4221072,17764800.,120417795.882353,12006021.9491793,30384.3388235294,3972355.19278361,0.0,3972355.19278361 
 04/20  20:00:00,285268559.628686,47898855.7909335,13023111.098554,57896985.8532643,53294400.,101118800.597931,12006021.9491793,30384.3388235294,3972334.65566625,0.0,3972334.65566625 
 04/20  21:00:00,295909113.740354,68840669.4600604,7345675.7169196,57896985.8532643,53294400.,96494976.4221072,12006021.9491793,30384.3388235294,72000.,0.0,72000. 
 04/20  22:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,3970746.49943827,0.0,3970746.49943827 
 04/20  23:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/20  24:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970738.57552392,0.0,3970738.57552392 
 04/21  01:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/21  02:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/21  03:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970742.85253537,0.0,3970742.85253537 
 04/21  04:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/21  05:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,3971104.58826915,0.0,3971104.58826915 
 04/21  06:00:00,281046304.670041,145799921.676864,0.0,19298995.2844214,26647200.,77195981.1376857,12073822.2322455,30384.3388235294,72000.,0.0,72000. 
 04/21  07:00:00,317972743.874533,130384909.057119,0.0,57896985.8532643,0.0,117654442.676147,12006021.9491793,30384.3388235294,3972646.71018722,0.0,3972646.71018722 
 04/21  08:00:00,509364373.845839,69548438.4901092,0.0,173690957.559793,0.0,253451924.59276,12642668.8643533,30384.3388235294,7877792.66630395,0.0,7877792.66630395 
 04/21  09:00:00,457034163.820887,42091395.5727927,5591820.15183256,173690957.559793,0.0,223397067.449903,12232538.7477429,30384.3388235294,7879345.01328277,0.0,7879345.01328277 
 04/21  10:00:00,440547192.709792,20733999.0889762,17485851.7679595,173690957.559793,0.0,216461331.186166,12144668.7680733,30384.3388235294,7879545.43679836,0.0,7879545.43679836 
 04/21  11:00:00,438653098.870724,7180849.29614307,21970236.9736039,173690957.559793,0.0,223397067.449903,12383603.2524573,30384.3388235294,7882168.35566526,0.0,7882168.35566526 
 04/21  12:00:00,443345601.437506,7043203.67873719,28502989.105138,173690957.559793,0.0,221437412.824822,12640653.9301924,30384.3388235294,7885001.17292648,0.0,7885001.17292648 
 04/21  13:00:00,444194650.88684,1784425.85929459,26775120.9187635,173690957.559793,0.0,229176847.669683,12736914.5404823,30384.3388235294,11790273.0881083,0.0,11790273.0881083 
 04/21  14:00:00,424090625.937766,85922.7446200039,21397711.2193962,173690957.559793,0.0,216461331.186166,12424318.8889669,30384.3388235294,7877879.01316633,0.0,7877879.01316633 
 04/21  15:00:00,420822568.017626,3037750.27939523,15160084.257677,173690957.559793,0.0,216461331.186166,12442060.3957702,30384.3388235294,3974707.24987727,0.0,3974707.24987727 
 04/21  16:00:00,435043040.524789,11084139.4564397,10609794.936193,173690957.559793,0.0,226864935.581771,12762828.6517686,30384.3388235294,7881493.03036503,0.0,7881493.03036503 
 04/21  17:00:00,413950982.45083,32246945.219148,7436189.51960577,135092966.99095,0.0,226061237.000646,13083259.3816563,30384.3388235294,7875627.63937426,0.0,7875627.63937426 
 04/21  18:00:00,295652256.041453,56173431.3002222,1281997.79711949,96494976.4221072,0.0,129665444.234001,12006021.9491793,30384.3388235294,3973164.41864352,0.0,3973164.41864352 
 04/21  19:00:00,324730102.322979,78016123.7305159,0.0,96494976.4221072,17764800.,120417795.882353,12006021.9491793,30384.3388235294,3972055.21583049,0.0,3972055.21583049 
 04/21  20:00:00,332578416.778626,108231824.039427,0.0,57896985.8532643,53294400.,101118800.597931,12006021.9491793,30384.3388235294,72000.,0.0,72000. 
 04/21  21:00:00,341082049.386078,121359280.822703,0.0,57896985.8532643,53294400.,96494976.4221072,12006021.9491793,30384.3388235294,3971788.37825926,0.0,3971788.37825926 
 04/21  22:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/21  23:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970743.49155088,0.0,3970743.49155088 
 04/21  24:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 04/22  01:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,3970737.40605674,0.0,3970737.40605674 
 04/22  02:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/22  03:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,3970737.3641857,0.0,3970737.3641857 
 04/22  04:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 04/22  05:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,3971179.96211488,0.0,3971179.96211488 
 04/22  06:00:00,302584322.190067,161440346.646541,5965392.8334159,19298995.2844214,26647200.,77195981.1376857,12006021.9491793,30384.3388235294,72000.,0.0,72000. 
