Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 07/08  04:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 07/08  05:00:00,111988867.834299,0.0,0.0,9649497.64221072,44412000.,57896985.8532643,0.0,30384.3388235294,3971086.06551053,0.0,3971086.06551053 
 07/08  06:00:00,237667863.519432,106570679.580372,22528468.2621885,19298995.2844214,0.0,77195981.1376857,12043354.915941,30384.3388235294,72000.,0.0,72000. 
 07/08  07:00:00,252875778.28966,101381645.708244,24467453.1680096,19298995.2844214,0.0,95691277.8409825,12006021.9491793,30384.3388235294,3971399.5614075,0.0,3971399.5614075 
 07/08  08:00:00,310766671.322231,59073245.7398613,30483681.8347682,96494976.4221072,0.0,112678361.037492,12006021.9491793,30384.3388235294,3972084.1699111,0.0,3972084.1699111 
 07/08  09:00:00,303845014.61463,36813451.9231566,37730126.6361794,96494976.4221072,0.0,120770053.345184,12006021.9491793,30384.3388235294,3972776.08053678,0.0,3972776.08053678 
 07/08  10:00:00,292784642.841648,22486125.1141849,44464949.8040368,96494976.4221072,0.0,117302185.213316,12006021.9491793,30384.3388235294,3972453.45354334,0.0,3972453.45354334 
 07/08  11:00:00,300150307.230886,11590577.8061027,54634469.1936651,96494976.4221072,0.0,125393877.521008,12006021.9491793,30384.3388235294,3973098.09234204,0.0,3973098.09234204 
 07/08  12:00:00,304056922.462685,8043346.70264737,66712139.7047438,96494976.4221072,0.0,120770053.345184,12006021.9491793,30384.3388235294,3972754.99715686,0.0,3972754.99715686 
 07/08  13:00:00,303519844.87711,5325276.79149648,78140780.3819679,96494976.4221072,0.0,111522404.993536,12006021.9491793,30384.3388235294,3972532.64563341,0.0,3972532.64563341 
 07/08  14:00:00,201305054.601284,781345.075246936,82744678.4642787,28948492.9266322,0.0,76794131.8471234,12006021.9491793,30384.3388235294,3971966.67698731,0.0,3971966.67698731 
 07/08  15:00:00,198136714.334581,2185277.12641252,82796230.322234,28948492.9266322,0.0,72170307.6712992,12006021.9491793,30384.3388235294,72000.,0.0,72000. 
 07/08  16:00:00,203942967.181129,6235630.07631035,83301377.540997,28948492.9266322,0.0,73326263.7152553,12100818.5831109,30384.3388235294,3971792.2702716,0.0,3971792.2702716 
 07/08  17:00:00,187273973.581922,18591024.7801296,81601653.4400337,9649497.64221072,0.0,64832722.1170006,12568691.2637242,30384.3388235294,3970948.19281052,0.0,3970948.19281052 
 07/08  18:00:00,126989136.589138,0.0,51008053.3904143,9649497.64221072,0.0,57896985.8532643,8404215.3644255,30384.3388235294,72000.,0.0,72000. 
 07/08  19:00:00,114055037.019955,0.0,39391072.6946845,9649497.64221072,0.0,57896985.8532643,7087096.49097244,30384.3388235294,3971159.10226696,0.0,3971159.10226696 
 07/08  20:00:00,103106467.834299,0.0,0.0,9649497.64221072,35529600.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 07/08  21:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,3971155.84687431,0.0,3971155.84687431 
 07/08  22:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 07/08  23:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 07/08  24:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,3970679.86862345,0.0,3970679.86862345 
 07/09  01:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 07/09  02:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,3970555.77353633,0.0,3970555.77353633 
 07/09  03:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 07/09  04:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 07/09  05:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,3970915.65037764,0.0,3970915.65037764 
 07/09  06:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 07/09  07:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,3970553.49174291,0.0,3970553.49174291 
 07/09  08:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 07/09  09:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 07/09  10:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,3970547.49025391,0.0,3970547.49025391 
 07/09  11:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 07/09  12:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,3970812.36764389,0.0,3970812.36764389 
 07/09  13:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 07/09  14:00:00,67576867.8342986,0.0,0.0,9649497.64221072,0.0,57896985.8532643,0.0,30384.3388235294,3970960.80385314,0.0,3970960.80385314 
 07/09  15:00:00,91685668.895753,0.0,20061858.5014059,9649497.64221072,0.0,57896985.8532643,4046942.56004862,30384.3388235294,72000.,0.0,72000. 
 07/09  16:00:00,112485398.063072,0.0,37369918.6081114,9649497.64221072,0.0,57896985.8532643,7538611.62066218,30384.3388235294,72000.,0.0,72000. 
 07/09  17:00:00,124054261.135565,0.0,46464339.6360258,9649497.64221072,0.0,57896985.8532643,10013053.6652409,30384.3388235294,3970760.06857947,0.0,3970760.06857947 
 07/09  18:00:00,107645859.883903,0.0,32063680.4852772,9649497.64221072,0.0,57896985.8532643,8005311.56432676,30384.3388235294,72000.,0.0,72000. 
 07/09  19:00:00,88309656.3688859,0.0,16087557.1998043,9649497.64221072,0.0,57896985.8532643,4645231.33478307,30384.3388235294,3970738.04233226,0.0,3970738.04233226 
 07/09  20:00:00,103106467.834299,0.0,0.0,9649497.64221072,35529600.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 07/09  21:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 07/09  22:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,3970730.51540122,0.0,3970730.51540122 
 07/09  23:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 07/09  24:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,3970553.21677089,0.0,3970553.21677089 
 07/10  01:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/10  02:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/10  03:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970676.00984304,0.0,3970676.00984304 
 07/10  04:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/10  05:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,3971089.86341233,0.0,3971089.86341233 
 07/10  06:00:00,245025989.796024,122662849.038421,13831758.0474928,19298995.2844214,0.0,77195981.1376857,12006021.9491793,30384.3388235294,72000.,0.0,72000. 
 07/10  07:00:00,287744760.729615,77508885.2309414,22648040.6812588,57896985.8532643,0.0,117654442.676147,12006021.9491793,30384.3388235294,3972533.82292525,0.0,3972533.82292525 
 07/10  08:00:00,517470244.168569,37980000.5614178,38774860.7661636,173690957.559793,0.0,253451924.59276,13542116.3496115,30384.3388235294,7877720.95476907,0.0,7877720.95476907 
 07/10  09:00:00,486671268.022388,20595162.2277317,55119122.8869772,173690957.559793,0.0,223397067.449903,13838573.5591603,30384.3388235294,3974831.44976752,0.0,3974831.44976752 
 07/10  10:00:00,477409851.738822,5113232.26708392,68522278.9107497,173690957.559793,0.0,216461331.186166,13591667.4762056,30384.3388235294,7878104.87262473,0.0,7878104.87262473 
 07/10  11:00:00,482212390.368807,624505.165395972,71387355.4095959,173690957.559793,0.0,223397067.449903,13082120.4452956,30384.3388235294,7880915.62924117,0.0,7880915.62924117 
 07/10  12:00:00,477095596.753033,1471463.79019658,67816859.7011308,173690957.559793,0.0,221437412.824822,12648518.5382667,30384.3388235294,7883409.99549041,0.0,7883409.99549041 
 07/10  13:00:00,481590431.164782,0.0,65943258.6225233,173690957.559793,0.0,229176847.669683,12748982.9739596,30384.3388235294,11787968.1162389,0.0,11787968.1162389 
 07/10  14:00:00,466140961.984594,0.0,63505116.2890716,173690957.559793,0.0,216461331.186166,12453172.6107395,30384.3388235294,3974278.37077149,0.0,3974278.37077149 
 07/10  15:00:00,466086869.363067,0.0,63218053.9620585,173690957.559793,0.0,216461331.186166,12686142.3162257,30384.3388235294,7876661.43155836,0.0,7876661.43155836 
 07/10  16:00:00,481526103.718732,0.0,66647331.1734846,173690957.559793,0.0,226864935.581771,14292495.0648598,30384.3388235294,7879623.52226554,0.0,7879623.52226554 
 07/10  17:00:00,440840775.667152,0.0,64468892.0652785,135092966.99095,0.0,226061237.000646,15187295.271453,30384.3388235294,3973674.71461734,0.0,3973674.71461734 
 07/10  18:00:00,294258084.22832,861410.398112873,54064689.9043139,96494976.4221072,0.0,129665444.234001,13141178.9309614,30384.3388235294,3972790.69981879,0.0,3972790.69981879 
 07/10  19:00:00,283787748.470152,8245169.94123005,46319441.9375507,96494976.4221072,0.0,120417795.882353,12279979.9480875,30384.3388235294,3972076.70256278,0.0,3972076.70256278 
 07/10  20:00:00,276321527.459343,28533871.9453487,41205862.7747962,57896985.8532643,35529600.,101118800.597931,12006021.9491793,30384.3388235294,3972337.35940714,0.0,3972337.35940714 
 07/10  21:00:00,303082280.145516,46218467.2481182,37141044.3340236,57896985.8532643,53294400.,96494976.4221072,12006021.9491793,30384.3388235294,72000.,0.0,72000. 
 07/10  22:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,3970681.8927107,0.0,3970681.8927107 
 07/10  23:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/10  24:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/11  01:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970675.3203446,0.0,3970675.3203446 
 07/11  02:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/11  03:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970676.21979441,0.0,3970676.21979441 
 07/11  04:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/11  05:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,3971069.37661837,0.0,3971069.37661837 
 07/11  06:00:00,240370918.446034,114015087.046056,17782206.5342516,19298995.2844214,0.0,77195981.1376857,12048264.1047957,30384.3388235294,72000.,0.0,72000. 
 07/11  07:00:00,306906232.821793,96956394.188798,22362003.8155806,57896985.8532643,0.0,117654442.676147,12006021.9491793,30384.3388235294,3972467.20592167,0.0,3972467.20592167 
 07/11  08:00:00,511134053.393574,36755612.5484079,34407553.7781028,173690957.559793,0.0,253451924.59276,12797620.5756865,30384.3388235294,7877372.12863017,0.0,7877372.12863017 
 07/11  09:00:00,473772319.666593,16866672.0890093,47442139.6898422,173690957.559793,0.0,223397067.449903,12345098.5392217,30384.3388235294,3975025.7865147,0.0,3975025.7865147 
 07/11  10:00:00,464364739.721877,2073879.07679704,59862520.2999379,173690957.559793,0.0,216461331.186166,12245667.2603591,30384.3388235294,7878565.90284523,0.0,7878565.90284523 
 07/11  11:00:00,478479481.194312,0.0,68823802.0029697,173690957.559793,0.0,223397067.449903,12537269.8428234,30384.3388235294,7879599.16160786,0.0,7879599.16160786 
 07/11  12:00:00,482880213.984818,0.0,74874821.5455967,173690957.559793,0.0,221437412.824822,12846637.7157826,30384.3388235294,7883275.56318197,0.0,7883275.56318197 
 07/11  13:00:00,496492023.157902,0.0,80523861.2803148,173690957.559793,0.0,229176847.669683,13069972.3092872,30384.3388235294,7882503.70996897,0.0,7882503.70996897 
 07/11  14:00:00,484981377.892616,0.0,81925300.1485596,173690957.559793,0.0,216461331.186166,12873404.6592738,30384.3388235294,7878589.87978875,0.0,7878589.87978875 
 07/11  15:00:00,486671182.654006,0.0,83301078.103196,173690957.559793,0.0,216461331.186166,13187431.4660271,30384.3388235294,7876355.03160734,0.0,7876355.03160734 
 07/11  16:00:00,502250756.518335,0.0,87420055.2116287,173690957.559793,0.0,226864935.581771,14244423.8263183,30384.3388235294,3976190.95618504,0.0,3976190.95618504 
 07/11  17:00:00,454424794.660669,0.0,79153712.2016401,135092966.99095,0.0,226061237.000646,14086494.1286089,30384.3388235294,7876303.08272689,0.0,7876303.08272689 
 07/11  18:00:00,298556793.174781,239224.775828529,60120741.4548413,96494976.4221072,0.0,129665444.234001,12006021.9491793,30384.3388235294,3972670.84138202,0.0,3972670.84138202 
 07/11  19:00:00,284183023.760118,7559611.02887393,47674234.1387815,96494976.4221072,0.0,120417795.882353,12006021.9491793,30384.3388235294,3971907.18325111,0.0,3971907.18325111 
 07/11  20:00:00,283019670.37179,38445091.5036122,37992786.1289795,57896985.8532643,35529600.,101118800.597931,12006021.9491793,30384.3388235294,72000.,0.0,72000. 
 07/11  21:00:00,307270891.15146,57828069.54153,29720053.0465556,57896985.8532643,53294400.,96494976.4221072,12006021.9491793,30384.3388235294,3971199.63831833,0.0,3971199.63831833 
 07/11  22:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/11  23:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970678.13232,0.0,3970678.13232 
 07/11  24:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/12  01:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970670.44000783,0.0,3970670.44000783 
 07/12  02:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/12  03:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/12  04:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970678.60798979,0.0,3970678.60798979 
 07/12  05:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/12  06:00:00,226691293.06615,96729229.7819676,21340570.6161287,19298995.2844214,0.0,77195981.1376857,12096131.9071227,30384.3388235294,3971153.56160446,0.0,3971153.56160446 
 07/12  07:00:00,288570460.385488,81771606.7908899,19211018.7771832,57896985.8532643,0.0,117654442.676147,12006021.9491793,30384.3388235294,3972686.19843905,0.0,3972686.19843905 
 07/12  08:00:00,493501734.250159,25490030.1938601,27962780.8120121,173690957.559793,0.0,253451924.59276,12875656.7529106,30384.3388235294,3974798.59657838,0.0,3974798.59657838 
 07/12  09:00:00,460055943.517052,8929461.85771902,41297870.2563064,173690957.559793,0.0,223397067.449903,12710202.0545078,30384.3388235294,7877880.22967317,0.0,7877880.22967317 
 07/12  10:00:00,460456584.43626,1929035.99629377,55115922.2549977,173690957.559793,0.0,216461331.186166,13228953.1001855,30384.3388235294,7878064.14026034,0.0,7878064.14026034 
 07/12  11:00:00,485388020.999606,28489.2519757835,75084008.8058082,173690957.559793,0.0,223397067.449903,13157113.5933027,30384.3388235294,7880325.02503535,0.0,7880325.02503535 
 07/12  12:00:00,504999703.285709,0.0,96874805.5515369,173690957.559793,0.0,221437412.824822,12966143.0107331,30384.3388235294,7883211.39806038,0.0,7883211.39806038 
 07/12  13:00:00,538068737.604604,0.0,121411321.650292,173690957.559793,0.0,229176847.669683,13759226.3860119,30384.3388235294,7883266.40131744,0.0,7883266.40131744 
 07/12  14:00:00,529943722.345699,0.0,125645047.171724,173690957.559793,0.0,216461331.186166,14116002.0891921,30384.3388235294,7877947.83317843,0.0,7877947.83317843 
 07/12  15:00:00,523982734.25621,0.0,118356988.386809,173690957.559793,0.0,216461331.186166,15443072.7846187,30384.3388235294,3974238.89230352,0.0,3974238.89230352 
 07/12  16:00:00,524793426.979414,0.0,106927991.948126,173690957.559793,0.0,226864935.581771,17279157.5509005,30384.3388235294,7878487.14895295,0.0,7878487.14895295 
 07/12  17:00:00,467680538.990688,0.0,89419404.5787372,135092966.99095,0.0,226061237.000646,17076546.0815307,30384.3388235294,3973701.87005309,0.0,3973701.87005309 
 07/12  18:00:00,305803604.317037,0.0,66166099.1090638,96494976.4221072,0.0,129665444.234001,13446700.2130408,30384.3388235294,3973166.9256559,0.0,3973166.9256559 
 07/12  19:00:00,280527910.738816,2104499.98554394,49110710.691697,96494976.4221072,0.0,120417795.882353,12369543.4182919,30384.3388235294,3972472.09407273,0.0,3972472.09407273 
 07/12  20:00:00,262236957.130781,17704444.6708639,37950719.7207187,57896985.8532643,35529600.,101118800.597931,12006021.9491793,30384.3388235294,3972527.30554519,0.0,3972527.30554519 
 07/12  21:00:00,288457930.615864,37207871.4267518,31527290.625738,57896985.8532643,53294400.,96494976.4221072,12006021.9491793,30384.3388235294,3971065.74591074,0.0,3971065.74591074 
 07/12  22:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/12  23:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970671.28989458,0.0,3970671.28989458 
 07/12  24:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/13  01:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/13  02:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970678.33552817,0.0,3970678.33552817 
 07/13  03:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/13  04:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970676.14195087,0.0,3970676.14195087 
 07/13  05:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/13  06:00:00,208396872.894498,82683076.5739966,17037655.2163977,19298995.2844214,0.0,77195981.1376857,12150780.3431732,30384.3388235294,3970915.38455276,0.0,3970915.38455276 
 07/13  07:00:00,275624719.377748,60247833.0349848,27789051.5253487,57896985.8532643,0.0,117654442.676147,12006021.9491793,30384.3388235294,3972813.1710709,0.0,3972813.1710709 
 07/13  08:00:00,506713505.473693,22161357.9138373,43181326.3660815,173690957.559793,0.0,253451924.59276,14197554.7023978,30384.3388235294,3974417.45118229,0.0,3974417.45118229 
 07/13  09:00:00,473357797.549659,6828450.5479995,55007908.1211504,173690957.559793,0.0,223397067.449903,14403029.5319903,30384.3388235294,7878237.30398462,0.0,7878237.30398462 
 07/13  10:00:00,470400162.629483,956822.534788241,65081513.5594428,173690957.559793,0.0,216461331.186166,14179153.4504687,30384.3388235294,3974964.90596047,0.0,3974964.90596047 
 07/13  11:00:00,482166281.023616,0.0,71293942.6297632,173690957.559793,0.0,223397067.449903,13753929.0453339,30384.3388235294,7880410.85418058,0.0,7880410.85418058 
 07/13  12:00:00,480841767.149809,0.0,72656020.5208977,173690957.559793,0.0,221437412.824822,13026991.9054729,30384.3388235294,11788131.6684807,0.0,11788131.6684807 
 07/13  13:00:00,496134225.601858,0.0,79433851.6266508,173690957.559793,0.0,229176847.669683,13802184.4069075,30384.3388235294,7882884.67238768,0.0,7882884.67238768 
 07/13  14:00:00,483134782.566287,0.0,79071412.4825999,173690957.559793,0.0,216461331.186166,13880696.998904,30384.3388235294,7877011.61549507,0.0,7877011.61549507 
 07/13  15:00:00,480223979.837809,0.0,75453620.1901802,173690957.559793,0.0,216461331.186166,14587686.5628453,30384.3388235294,3974235.72649776,0.0,3974235.72649776 
 07/13  16:00:00,490988184.47931,0.0,74004054.3024319,173690957.559793,0.0,226864935.581771,16397852.6964904,30384.3388235294,7879429.36994475,0.0,7879429.36994475 
 07/13  17:00:00,443732418.853694,0.0,66147623.5805478,135092966.99095,0.0,226061237.000646,16400206.9427262,30384.3388235294,3973424.81465569,0.0,3973424.81465569 
 07/13  18:00:00,289144785.408187,248338.508162319,49534503.5921786,96494976.4221072,0.0,129665444.234001,13171138.3129144,30384.3388235294,3972737.0279214,0.0,3972737.0279214 
 07/13  19:00:00,272243153.136524,5318619.35180726,37722026.3181413,96494976.4221072,0.0,120417795.882353,12259350.8232921,30384.3388235294,3971935.44171655,0.0,3971935.44171655 
 07/13  20:00:00,260563499.551169,25111343.9085203,28870362.9034501,57896985.8532643,35529600.,101118800.597931,12006021.9491793,30384.3388235294,3972460.41161902,0.0,3972460.41161902 
 07/13  21:00:00,287737564.886688,46324873.0513352,21689923.2719786,57896985.8532643,53294400.,96494976.4221072,12006021.9491793,30384.3388235294,72000.,0.0,72000. 
 07/13  22:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,3971063.0577177,0.0,3971063.0577177 
 07/13  23:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/13  24:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970677.87660389,0.0,3970677.87660389 
 07/14  01:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/14  02:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,3970667.59766802,0.0,3970667.59766802 
 07/14  03:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/14  04:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/14  05:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,3971055.44284312,0.0,3971055.44284312 
 07/14  06:00:00,219604261.475927,98983805.0811665,11940757.0737656,19298995.2844214,0.0,77195981.1376857,12154338.5600638,30384.3388235294,72000.,0.0,72000. 
 07/14  07:00:00,274176036.76888,63482920.9948987,23105280.9565671,57896985.8532643,0.0,117654442.676147,12006021.9491793,30384.3388235294,3972433.19659866,0.0,3972433.19659866 
 07/14  08:00:00,502056852.801077,22883845.6824242,38566619.1624339,173690957.559793,0.0,253451924.59276,13433121.464842,30384.3388235294,7877068.89100264,0.0,7877068.89100264 
 07/14  09:00:00,470760423.91521,6490843.15302771,53165093.9073381,173690957.559793,0.0,223397067.449903,13986077.5063247,30384.3388235294,3975033.82421704,0.0,3975033.82421704 
 07/14  10:00:00,470357433.394677,661599.343057783,65522551.9878663,173690957.559793,0.0,216461331.186166,13990608.9789697,30384.3388235294,7878486.79907389,0.0,7878486.79907389 
 07/14  11:00:00,485915983.346903,0.0,74978548.9353089,173690957.559793,0.0,223397067.449903,13819025.0630743,30384.3388235294,7881285.28223693,0.0,7881285.28223693 
 07/14  12:00:00,489771947.16076,0.0,81494205.4819415,173690957.559793,0.0,221437412.824822,13118986.95538,30384.3388235294,7883729.14904873,0.0,7883729.14904873 
 07/14  13:00:00,511208757.750534,0.0,94176709.1271782,173690957.559793,0.0,229176847.669683,14133859.0550568,30384.3388235294,11788402.9042346,0.0,11788402.9042346 
 07/14  14:00:00,501726195.318575,0.0,97132669.555589,173690957.559793,0.0,216461331.186166,14410852.6782027,30384.3388235294,3974404.39319259,0.0,3974404.39319259 
 07/14  15:00:00,508195911.723326,0.0,101848643.41132,173690957.559793,0.0,216461331.186166,16164595.2272235,30384.3388235294,7876502.76408353,0.0,7876502.76408353 
 07/14  16:00:00,528454469.760368,0.0,109061522.244303,173690957.559793,0.0,226864935.581771,18806670.0356777,30384.3388235294,7879843.77778304,0.0,7879843.77778304 
 07/14  17:00:00,477230595.375767,0.0,97346544.4420036,135092966.99095,0.0,226061237.000646,18699462.6033429,30384.3388235294,3973237.21896857,0.0,3973237.21896857 
 07/14  18:00:00,311578489.414806,0.0,71281429.3691803,96494976.4221072,0.0,129665444.234001,14106255.0506938,30384.3388235294,3972866.54055987,0.0,3972866.54055987 
 07/14  19:00:00,284024821.886281,887557.186015999,53524896.1836764,96494976.4221072,0.0,120417795.882353,12669211.8733054,30384.3388235294,3972112.66470807,0.0,3972112.66470807 
 07/14  20:00:00,260521497.171407,12932653.4343315,40986755.3406496,57896985.8532643,35529600.,101118800.597931,12026317.6064069,30384.3388235294,3972392.41740469,0.0,3972392.41740469 
 07/14  21:00:00,282137821.637144,30560056.5673223,31854996.5064473,57896985.8532643,53294400.,96494976.4221072,12006021.9491793,30384.3388235294,72000.,0.0,72000. 
 07/14  22:00:00,149819760.760931,0.0,0.0,19298995.2844214,53294400.,77195981.1376857,0.0,30384.3388235294,3970673.47953409,0.0,3970673.47953409 
 07/14  23:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/14  24:00:00,140170263.11872,0.0,0.0,9649497.64221072,53294400.,77195981.1376857,0.0,30384.3388235294,72000.,0.0,72000. 
 07/15  01:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,3970677.84676741,0.0,3970677.84676741 
 07/15  02:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,72000.,0.0,72000. 
 07/15  03:00:00,120871267.834299,0.0,0.0,9649497.64221072,53294400.,57896985.8532643,0.0,30384.3388235294,3970674.81458665,0.0,3970674.81458665 
